Well,Sample,farm,biorep,techrep,copies/rxn,gene,integrator,type,antibiotic,matrix,copies/g,Classification
D04,10P_1,10,1,1,989.5225473,16S,1,GF,yes,manure,1979045.095,1-GF
D05,10P_1,10,1,2,1004.096787,16S,1,GF,yes,manure,2008193.574,1-GF
D06,10P_1,10,1,3,1035.513389,16S,1,GF,yes,manure,2071026.778,1-GF
E04,10P_2,10,2,1,1401.4506,16S,1,GF,yes,manure,2802901.2,1-GF
E05,10P_2,10,2,2,1424.957729,16S,1,GF,yes,manure,2849915.458,1-GF
E06,10P_2,10,2,3,1375.148976,16S,1,GF,yes,manure,2750297.952,1-GF
F04,10P_3,10,3,1,2597.190372,16S,1,GF,yes,manure,5194380.744,1-GF
F05,10P_3,10,3,2,2819.806112,16S,1,GF,yes,manure,5639612.224,1-GF
F06,10P_3,10,3,3,2667.826289,16S,1,GF,yes,manure,5335652.578,1-GF
G04,11P_1,11,1,1,13090.42609,16S,1,WF,yes,manure,26180852.18,1-WF
G05,11P_1,11,1,2,12484.20339,16S,1,WF,yes,manure,24968406.78,1-WF
G06,11P_1,11,1,3,13276.35769,16S,1,WF,yes,manure,26552715.38,1-WF
H04,11P_2,11,2,1,15108.60677,16S,1,WF,yes,manure,30217213.54,1-WF
H05,11P_2,11,2,2,15708.75914,16S,1,WF,yes,manure,31417518.28,1-WF
H06,11P_2,11,2,3,15629.18244,16S,1,WF,yes,manure,31258364.88,1-WF
A07,11P_3,11,3,1,16820.19183,16S,1,WF,yes,manure,33640383.66,1-WF
A08,11P_3,11,3,2,16030.53504,16S,1,WF,yes,manure,32061070.08,1-WF
A09,11P_3,11,3,3,16421.10739,16S,1,WF,yes,manure,32842214.78,1-WF
B07,12P_1,12,1,1,1805.852536,16S,1,WF,yes,manure,3611705.072,1-WF
B08,12P_1,12,1,2,1958.301644,16S,1,WF,yes,manure,3916603.288,1-WF
B09,12P_1,12,1,3,1946.158386,16S,1,WF,yes,manure,3892316.772,1-WF
C07,12P_2,12,2,1,3848.159209,16S,1,WF,yes,manure,7696318.418,1-WF
C08,12P_2,12,2,2,3905.465848,16S,1,WF,yes,manure,7810931.696,1-WF
C09,12P_2,12,2,3,3900.09868,16S,1,WF,yes,manure,7800197.36,1-WF
D07,12P_3,12,3,1,3740.470717,16S,1,WF,yes,manure,7480941.434,1-WF
D08,12P_3,12,3,2,3661.24322,16S,1,WF,yes,manure,7322486.44,1-WF
D09,12P_3,12,3,3,3663.323494,16S,1,WF,yes,manure,7326646.988,1-WF
E07,13P_1,13,1,1,200782.0337,16S,2,GF,yes,manure,401564067.4,2-GF
E08,13P_1,13,1,2,195514.6422,16S,2,GF,yes,manure,391029284.4,2-GF
E09,13P_1,13,1,3,195818.0146,16S,2,GF,yes,manure,391636029.2,2-GF
F07,13P_2,13,2,1,211181.2679,16S,2,GF,yes,manure,422362535.8,2-GF
F08,13P_2,13,2,2,185663.4019,16S,2,GF,yes,manure,371326803.8,2-GF
F09,13P_2,13,2,3,203536.8377,16S,2,GF,yes,manure,407073675.4,2-GF
G07,13P_3,13,3,1,208633.9742,16S,2,GF,yes,manure,417267948.4,2-GF
G08,13P_3,13,3,2,210247.3334,16S,2,GF,yes,manure,420494666.8,2-GF
G09,13P_3,13,3,3,208687.2209,16S,2,GF,yes,manure,417374441.8,2-GF
H07,14P_1,14,1,1,24707.80855,16S,1,WF,yes,manure,49415617.1,1-WF
H08,14P_1,14,1,2,23799.87993,16S,1,WF,yes,manure,47599759.86,1-WF
H09,14P_1,14,1,3,24226.90815,16S,1,WF,yes,manure,48453816.3,1-WF
A10,14P_2,14,2,1,13121.90383,16S,1,WF,yes,manure,26243807.66,1-WF
A11,14P_2,14,2,2,13320.95389,16S,1,WF,yes,manure,26641907.78,1-WF
A12,14P_2,14,2,3,12459.67566,16S,1,WF,yes,manure,24919351.32,1-WF
B10,14P_3,14,3,1,9693.119688,16S,1,WF,yes,manure,19386239.38,1-WF
B11,14P_3,14,3,2,9479.869408,16S,1,WF,yes,manure,18959738.82,1-WF
B12,14P_3,14,3,3,8967.060429,16S,1,WF,yes,manure,17934120.86,1-WF
C10,15P_1,15,1,1,6671.9735,16S,1,WF,yes,manure,13343947,1-WF
C11,15P_1,15,1,2,6592.824658,16S,1,WF,yes,manure,13185649.32,1-WF
C12,15P_1,15,1,3,6168.051192,16S,1,WF,yes,manure,12336102.38,1-WF
D10,15P_2,15,2,1,5714.869944,16S,1,WF,yes,manure,11429739.89,1-WF
D11,15P_2,15,2,2,5790.849427,16S,1,WF,yes,manure,11581698.85,1-WF
D12,15P_2,15,2,3,5584.247018,16S,1,WF,yes,manure,11168494.04,1-WF
E10,15P_3,15,3,1,7200.097569,16S,1,WF,yes,manure,14400195.14,1-WF
E11,15P_3,15,3,2,6795.028418,16S,1,WF,yes,manure,13590056.84,1-WF
E12,15P_3,15,3,3,6734.253057,16S,1,WF,yes,manure,13468506.11,1-WF
F10,16P_1,16,1,1,6923.558384,16S,2,GF,yes,manure,13847116.77,2-GF
F11,16P_1,16,1,2,6964.386497,16S,2,GF,yes,manure,13928772.99,2-GF
F12,16P_1,16,1,3,6784.000597,16S,2,GF,yes,manure,13568001.19,2-GF
G10,16P_2,16,2,1,14753.88289,16S,2,GF,yes,manure,29507765.78,2-GF
G11,16P_2,16,2,2,14452.11765,16S,2,GF,yes,manure,28904235.3,2-GF
G12,16P_2,16,2,3,14258.58602,16S,2,GF,yes,manure,28517172.04,2-GF
H10,16P_3,16,3,1,11085.18187,16S,2,GF,yes,manure,22170363.74,2-GF
H11,16P_3,16,3,2,11528.81076,16S,2,GF,yes,manure,23057621.52,2-GF
H12,16P_3,16,3,3,10765.28308,16S,2,GF,yes,manure,21530566.16,2-GF
A04,17P_1,17,1,1,4585.481118,16S,1,GF,yes,manure,9170962.236,1-GF
A05,17P_1,17,1,2,4497.934934,16S,1,GF,yes,manure,8995869.868,1-GF
A06,17P_1,17,1,3,4663.561929,16S,1,GF,yes,manure,9327123.858,1-GF
B04,17P_2,17,2,1,7598.307662,16S,1,GF,yes,manure,15196615.32,1-GF
B05,17P_2,17,2,2,7888.133542,16S,1,GF,yes,manure,15776267.08,1-GF
B06,17P_2,17,2,3,7849.234279,16S,1,GF,yes,manure,15698468.56,1-GF
C04,17P_3,17,3,1,8792.79449,16S,1,GF,yes,manure,17585588.98,1-GF
C05,17P_3,17,3,2,9085.822549,16S,1,GF,yes,manure,18171645.1,1-GF
C06,17P_3,17,3,3,8910.007163,16S,1,GF,yes,manure,17820014.33,1-GF
D04,18P_1,18,1,1,30527.28644,16S,2,GF,yes,manure,61054572.88,2-GF
D05,18P_1,18,1,2,31277.78395,16S,2,GF,yes,manure,62555567.9,2-GF
D06,18P_1,18,1,3,31184.61413,16S,2,GF,yes,manure,62369228.26,2-GF
E04,18P_2,18,2,1,81129.99038,16S,2,GF,yes,manure,162259980.8,2-GF
E05,18P_2,18,2,2,80802.65003,16S,2,GF,yes,manure,161605300.1,2-GF
E06,18P_2,18,2,3,76697.79992,16S,2,GF,yes,manure,153395599.8,2-GF
F04,18P_3,18,3,1,74616.40116,16S,2,GF,yes,manure,149232802.3,2-GF
F05,18P_3,18,3,2,78331.70715,16S,2,GF,yes,manure,156663414.3,2-GF
F06,18P_3,18,3,3,78434.51424,16S,2,GF,yes,manure,156869028.5,2-GF
G04,19P_1,19,1,1,147613.7488,16S,2,WF,yes,manure,295227497.6,2-WF
G05,19P_1,19,1,2,156465.2309,16S,2,WF,yes,manure,312930461.8,2-WF
G06,19P_1,19,1,3,156495.6041,16S,2,WF,yes,manure,312991208.2,2-WF
H04,19P_2,19,2,1,104878.1324,16S,2,WF,yes,manure,209756264.8,2-WF
H05,19P_2,19,2,2,108048.0348,16S,2,WF,yes,manure,216096069.6,2-WF
H06,19P_2,19,2,3,103854.7832,16S,2,WF,yes,manure,207709566.4,2-WF
A07,19P_3,19,3,1,67253.23368,16S,2,WF,yes,manure,134506467.4,2-WF
A08,19P_3,19,3,2,65422.26121,16S,2,WF,yes,manure,130844522.4,2-WF
A09,19P_3,19,3,3,65430.92514,16S,2,WF,yes,manure,130861850.3,2-WF
A04,1P_1,1,1,1,8530.955442,16S,1,WF,yes,manure,17061910.88,1-WF
A05,1P_1,1,1,2,7977.029397,16S,1,WF,yes,manure,15954058.79,1-WF
A06,1P_1,1,1,3,8451.752348,16S,1,WF,yes,manure,16903504.7,1-WF
B04,1P_2,1,2,1,7840.784218,16S,1,WF,yes,manure,15681568.44,1-WF
B05,1P_2,1,2,2,8582.248363,16S,1,WF,yes,manure,17164496.73,1-WF
B06,1P_2,1,2,3,8071.094921,16S,1,WF,yes,manure,16142189.84,1-WF
C04,1P_3,1,3,1,7132.101788,16S,1,WF,yes,manure,14264203.58,1-WF
C05,1P_3,1,3,2,7193.491869,16S,1,WF,yes,manure,14386983.74,1-WF
C06,1P_3,1,3,3,6836.353859,16S,1,WF,yes,manure,13672707.72,1-WF
B07,20P_1,20,1,1,1680.699225,16S,2,WF,no,manure,3361398.45,2-WF
B08,20P_1,20,1,2,1705.770718,16S,2,WF,no,manure,3411541.436,2-WF
B09,20P_1,20,1,3,1704.535411,16S,2,WF,no,manure,3409070.822,2-WF
C07,20P_2,20,2,1,1649.843732,16S,2,WF,no,manure,3299687.464,2-WF
C08,20P_2,20,2,2,1675.103404,16S,2,WF,no,manure,3350206.808,2-WF
C09,20P_2,20,2,3,1590.277015,16S,2,WF,no,manure,3180554.03,2-WF
D07,20P_3,20,3,1,1421.224406,16S,2,WF,no,manure,2842448.812,2-WF
D08,20P_3,20,3,2,1397.889701,16S,2,WF,no,manure,2795779.402,2-WF
D09,20P_3,20,3,3,1343.065681,16S,2,WF,no,manure,2686131.362,2-WF
E07,21P_1,21,1,1,1070.675335,16S,2,WF,yes,manure,2141350.67,2-WF
E08,21P_1,21,1,2,1031.445209,16S,2,WF,yes,manure,2062890.418,2-WF
E09,21P_1,21,1,3,1062.610646,16S,2,WF,yes,manure,2125221.292,2-WF
F07,21P_2,21,2,1,1468.793141,16S,2,WF,yes,manure,2937586.282,2-WF
F08,21P_2,21,2,2,1462.464205,16S,2,WF,yes,manure,2924928.41,2-WF
F09,21P_2,21,2,3,1548.839911,16S,2,WF,yes,manure,3097679.822,2-WF
G07,21P_3,21,3,1,1398.234807,16S,2,WF,yes,manure,2796469.614,2-WF
G08,21P_3,21,3,2,1388.000111,16S,2,WF,yes,manure,2776000.222,2-WF
G09,21P_3,21,3,3,1226.365101,16S,2,WF,yes,manure,2452730.202,2-WF
H07,22P_1,22,1,1,6067.556066,16S,1,GF,yes,manure,12135112.13,1-GF
H08,22P_1,22,1,2,5647.555646,16S,1,GF,yes,manure,11295111.29,1-GF
H09,22P_1,22,1,3,5578.667738,16S,1,GF,yes,manure,11157335.48,1-GF
A10,22P_2,22,2,1,8578.787295,16S,1,GF,yes,manure,17157574.59,1-GF
A11,22P_2,22,2,2,5452.267608,16S,1,GF,yes,manure,10904535.22,1-GF
A12,22P_2,22,2,3,8018.811801,16S,1,GF,yes,manure,16037623.6,1-GF
B10,22P_3,22,3,1,10773.74106,16S,1,GF,yes,manure,21547482.12,1-GF
B11,22P_3,22,3,2,10846.43708,16S,1,GF,yes,manure,21692874.16,1-GF
B12,22P_3,22,3,3,9856.007038,16S,1,GF,yes,manure,19712014.08,1-GF
C10,23P_1,23,1,1,9279.592052,16S,1,WF,yes,manure,18559184.1,1-WF
C11,23P_1,23,1,2,9126.65311,16S,1,WF,yes,manure,18253306.22,1-WF
C12,23P_1,23,1,3,8421.677999,16S,1,WF,yes,manure,16843356,1-WF
D10,23P_2,23,2,1,9211.539615,16S,1,WF,yes,manure,18423079.23,1-WF
D11,23P_2,23,2,2,9737.283103,16S,1,WF,yes,manure,19474566.21,1-WF
D12,23P_2,23,2,3,9220.32514,16S,1,WF,yes,manure,18440650.28,1-WF
E10,23P_3,23,3,1,11765.2008,16S,1,WF,yes,manure,23530401.6,1-WF
E11,23P_3,23,3,2,11571.82336,16S,1,WF,yes,manure,23143646.72,1-WF
E12,23P_3,23,3,3,10556.61712,16S,1,WF,yes,manure,21113234.24,1-WF
F10,24P_1,24,1,1,8100.574581,16S,1,WF,yes,manure,16201149.16,1-WF
F11,24P_1,24,1,2,8237.23078,16S,1,WF,yes,manure,16474461.56,1-WF
F12,24P_1,24,1,3,7906.685691,16S,1,WF,yes,manure,15813371.38,1-WF
G10,24P_2,24,2,1,12704.85118,16S,1,WF,yes,manure,25409702.36,1-WF
G11,24P_2,24,2,2,12950.56467,16S,1,WF,yes,manure,25901129.34,1-WF
G12,24P_2,24,2,3,11772.95713,16S,1,WF,yes,manure,23545914.26,1-WF
H10,24P_3,24,3,1,10848.23966,16S,1,WF,yes,manure,21696479.32,1-WF
H11,24P_3,24,3,2,11990.6423,16S,1,WF,yes,manure,23981284.6,1-WF
H12,24P_3,24,3,3,10872.88348,16S,1,WF,yes,manure,21745766.96,1-WF
A04,25P_1,25,1,1,63.43560327,16S,2,WF,yes,manure,126871.2065,2-WF
A05,25P_1,25,1,2,66.76983111,16S,2,WF,yes,manure,133539.6622,2-WF
A06,25P_1,25,1,3,57.24527506,16S,2,WF,yes,manure,114490.5501,2-WF
B04,25P_2,25,2,1,7991.264419,16S,2,WF,yes,manure,15982528.84,2-WF
B05,25P_2,25,2,2,8024.936307,16S,2,WF,yes,manure,16049872.61,2-WF
B06,25P_2,25,2,3,8523.263782,16S,2,WF,yes,manure,17046527.56,2-WF
C04,25P_3,25,3,1,8858.813535,16S,2,WF,yes,manure,17717627.07,2-WF
C05,25P_3,25,3,2,8454.394491,16S,2,WF,yes,manure,16908788.98,2-WF
C06,25P_3,25,3,3,8649.674798,16S,2,WF,yes,manure,17299349.6,2-WF
D04,26P_1,26,1,1,1470.841619,16S,2,WF,yes,manure,2941683.238,2-WF
D05,26P_1,26,1,2,1698.993041,16S,2,WF,yes,manure,3397986.082,2-WF
D06,26P_1,26,1,3,1596.959245,16S,2,WF,yes,manure,3193918.49,2-WF
E04,26P_2,26,2,1,1800.438258,16S,2,WF,yes,manure,3600876.516,2-WF
E05,26P_2,26,2,2,1751.666141,16S,2,WF,yes,manure,3503332.282,2-WF
E06,26P_2,26,2,3,1620.500739,16S,2,WF,yes,manure,3241001.478,2-WF
F04,26P_3,26,3,1,1703.957057,16S,2,WF,yes,manure,3407914.114,2-WF
F05,26P_3,26,3,2,1654.778922,16S,2,WF,yes,manure,3309557.844,2-WF
F06,26P_3,26,3,3,1722.742322,16S,2,WF,yes,manure,3445484.644,2-WF
G04,27P_1,27,1,1,5444.694553,16S,2,GF,yes,manure,10889389.11,2-GF
G05,27P_1,27,1,2,4974.137646,16S,2,GF,yes,manure,9948275.292,2-GF
G06,27P_1,27,1,3,5358.206344,16S,2,GF,yes,manure,10716412.69,2-GF
H04,27P_2,27,2,1,8207.18278,16S,2,GF,yes,manure,16414365.56,2-GF
H05,27P_2,27,2,2,8097.873614,16S,2,GF,yes,manure,16195747.23,2-GF
H06,27P_2,27,2,3,8534.985999,16S,2,GF,yes,manure,17069972,2-GF
A07,27P_3,27,3,1,229.544769,16S,2,GF,yes,manure,459089.538,2-GF
A08,27P_3,27,3,2,209.5877087,16S,2,GF,yes,manure,419175.4174,2-GF
A09,27P_3,27,3,3,184.7352899,16S,2,GF,yes,manure,369470.5798,2-GF
B07,28P_1,28,1,1,2175.210335,16S,2,GF,yes,manure,4350420.67,2-GF
B08,28P_1,28,1,2,2108.960814,16S,2,GF,yes,manure,4217921.628,2-GF
B09,28P_1,28,1,3,2132.67764,16S,2,GF,yes,manure,4265355.28,2-GF
C07,28P_2,28,2,1,2017.896145,16S,2,GF,yes,manure,4035792.29,2-GF
C08,28P_2,28,2,2,2213.90016,16S,2,GF,yes,manure,4427800.32,2-GF
C09,28P_2,28,2,3,2036.257718,16S,2,GF,yes,manure,4072515.436,2-GF
D07,28P_3,28,3,1,1803.242324,16S,2,GF,yes,manure,3606484.648,2-GF
D08,28P_3,28,3,2,1788.312337,16S,2,GF,yes,manure,3576624.674,2-GF
D09,28P_3,28,3,3,1908.966383,16S,2,GF,yes,manure,3817932.766,2-GF
E07,29P_1,29,1,1,857.0358177,16S,1,GF,yes,manure,1714071.635,1-GF
E08,29P_1,29,1,2,909.9415457,16S,1,GF,yes,manure,1819883.091,1-GF
E09,29P_1,29,1,3,850.815793,16S,1,GF,yes,manure,1701631.586,1-GF
F07,29P_2,29,2,1,1169.922049,16S,1,GF,yes,manure,2339844.098,1-GF
F08,29P_2,29,2,2,1058.339565,16S,1,GF,yes,manure,2116679.13,1-GF
F09,29P_2,29,2,3,913.1919324,16S,1,GF,yes,manure,1826383.865,1-GF
G07,29P_3,29,3,1,988.0546463,16S,1,GF,yes,manure,1976109.293,1-GF
G08,29P_3,29,3,2,930.0677879,16S,1,GF,yes,manure,1860135.576,1-GF
G09,29P_3,29,3,3,974.6507864,16S,1,GF,yes,manure,1949301.573,1-GF
D04,2P_1,2,1,1,12693.63468,16S,1,Gilt,yes,manure,25387269.36,1-Gilt
D05,2P_1,2,1,2,12954.21887,16S,1,Gilt,yes,manure,25908437.74,1-Gilt
D06,2P_1,2,1,3,12990.12225,16S,1,Gilt,yes,manure,25980244.5,1-Gilt
E04,2P_2,2,2,1,22543.78324,16S,1,Gilt,yes,manure,45087566.48,1-Gilt
E05,2P_2,2,2,2,22003.03138,16S,1,Gilt,yes,manure,44006062.76,1-Gilt
E06,2P_2,2,2,3,21262.25529,16S,1,Gilt,yes,manure,42524510.58,1-Gilt
F04,2P_3,2,3,1,26345.77766,16S,1,Gilt,yes,manure,52691555.32,1-Gilt
F05,2P_3,2,3,2,26367.33931,16S,1,Gilt,yes,manure,52734678.62,1-Gilt
F06,2P_3,2,3,3,26346.61559,16S,1,Gilt,yes,manure,52693231.18,1-Gilt
H07,30P_1,30,1,1,3373.412498,16S,2,WF,yes,manure,6746824.996,2-WF
H08,30P_1,30,1,2,3538.296462,16S,2,WF,yes,manure,7076592.924,2-WF
H09,30P_1,30,1,3,3470.974773,16S,2,WF,yes,manure,6941949.546,2-WF
A10,30P_2,30,2,1,2935.488596,16S,2,WF,yes,manure,5870977.192,2-WF
A11,30P_2,30,2,2,3046.890844,16S,2,WF,yes,manure,6093781.688,2-WF
A12,30P_2,30,2,3,2924.382551,16S,2,WF,yes,manure,5848765.102,2-WF
B10,30P_3,30,3,1,2934.987064,16S,2,WF,yes,manure,5869974.128,2-WF
B11,30P_3,30,3,2,3039.289242,16S,2,WF,yes,manure,6078578.484,2-WF
B12,30P_3,30,3,3,2957.512108,16S,2,WF,yes,manure,5915024.216,2-WF
C10,31P_1,31,1,1,746.6769275,16S,2,WF,yes,manure,1493353.855,2-WF
C11,31P_1,31,1,2,780.1511808,16S,2,WF,yes,manure,1560302.362,2-WF
C12,31P_1,31,1,3,799.5387029,16S,2,WF,yes,manure,1599077.406,2-WF
D10,31P_2,31,2,1,867.7094536,16S,2,WF,yes,manure,1735418.907,2-WF
D11,31P_2,31,2,2,850.9800039,16S,2,WF,yes,manure,1701960.008,2-WF
D12,31P_2,31,2,3,826.0658873,16S,2,WF,yes,manure,1652131.775,2-WF
E10,31P_3,31,3,1,833.002844,16S,2,WF,yes,manure,1666005.688,2-WF
E11,31P_3,31,3,2,978.6132677,16S,2,WF,yes,manure,1957226.535,2-WF
E12,31P_3,31,3,3,983.938449,16S,2,WF,yes,manure,1967876.898,2-WF
F10,32P_1,32,1,1,1550.604385,16S,1,WF,yes,manure,3101208.77,1-WF
F11,32P_1,32,1,2,1731.017563,16S,1,WF,yes,manure,3462035.126,1-WF
F12,32P_1,32,1,3,1736.239891,16S,1,WF,yes,manure,3472479.782,1-WF
G10,32P_2,32,2,1,1436.957573,16S,1,WF,yes,manure,2873915.146,1-WF
G11,32P_2,32,2,2,1621.531398,16S,1,WF,yes,manure,3243062.796,1-WF
G12,32P_2,32,2,3,1279.569331,16S,1,WF,yes,manure,2559138.662,1-WF
H10,32P_3,32,3,1,1794.509594,16S,1,WF,yes,manure,3589019.188,1-WF
H11,32P_3,32,3,2,1798.970249,16S,1,WF,yes,manure,3597940.498,1-WF
H12,32P_3,32,3,3,1724.766387,16S,1,WF,yes,manure,3449532.774,1-WF
A04,33P_1,33,1,1,4277.336395,16S,1,WF,yes,manure,8554672.79,1-WF
A05,33P_1,33,1,2,4319.585516,16S,1,WF,yes,manure,8639171.032,1-WF
A06,33P_1,33,1,3,4236.38151,16S,1,WF,yes,manure,8472763.02,1-WF
B04,33P_2,33,2,1,4228.405971,16S,1,WF,yes,manure,8456811.942,1-WF
B05,33P_2,33,2,2,4404.696608,16S,1,WF,yes,manure,8809393.216,1-WF
B06,33P_2,33,2,3,4258.478643,16S,1,WF,yes,manure,8516957.286,1-WF
C04,33P_3,33,3,1,4957.682435,16S,1,WF,yes,manure,9915364.87,1-WF
C05,33P_3,33,3,2,5008.711017,16S,1,WF,yes,manure,10017422.03,1-WF
C06,33P_3,33,3,3,4711.569501,16S,1,WF,yes,manure,9423139.002,1-WF
D04,34P_1,34,1,1,2118.996079,16S,2,WF,yes,manure,4237992.158,2-WF
D05,34P_1,34,1,2,2134.133022,16S,2,WF,yes,manure,4268266.044,2-WF
D06,34P_1,34,1,3,1991.900243,16S,2,WF,yes,manure,3983800.486,2-WF
E04,34P_2,34,2,1,1995.168052,16S,2,WF,yes,manure,3990336.104,2-WF
E05,34P_2,34,2,2,2100.128023,16S,2,WF,yes,manure,4200256.046,2-WF
E06,34P_2,34,2,3,1929.124352,16S,2,WF,yes,manure,3858248.704,2-WF
F04,34P_3,34,3,1,2228.54585,16S,2,WF,yes,manure,4457091.7,2-WF
F05,34P_3,34,3,2,2207.118648,16S,2,WF,yes,manure,4414237.296,2-WF
F06,34P_3,34,3,3,2195.610259,16S,2,WF,yes,manure,4391220.518,2-WF
G04,35P_1,35,1,1,3690.448877,16S,1,WF,yes,manure,7380897.754,1-WF
G05,35P_1,35,1,2,3561.159485,16S,1,WF,yes,manure,7122318.97,1-WF
G06,35P_1,35,1,3,3759.291445,16S,1,WF,yes,manure,7518582.89,1-WF
H04,35P_2,35,2,1,2912.616982,16S,1,WF,yes,manure,5825233.964,1-WF
H05,35P_2,35,2,2,2956.050477,16S,1,WF,yes,manure,5912100.954,1-WF
H06,35P_2,35,2,3,2873.817335,16S,1,WF,yes,manure,5747634.67,1-WF
A07,35P_3,35,3,1,2659.872286,16S,1,WF,yes,manure,5319744.572,1-WF
A08,35P_3,35,3,2,2494.892499,16S,1,WF,yes,manure,4989784.998,1-WF
A09,35P_3,35,3,3,2562.622573,16S,1,WF,yes,manure,5125245.146,1-WF
B07,36P_1,36,1,1,4075.654669,16S,2,WF,yes,manure,8151309.338,2-WF
B08,36P_1,36,1,2,4076.537089,16S,2,WF,yes,manure,8153074.178,2-WF
B09,36P_1,36,1,3,4001.726766,16S,2,WF,yes,manure,8003453.532,2-WF
C07,36P_2,36,2,1,5378.995231,16S,2,WF,yes,manure,10757990.46,2-WF
C08,36P_2,36,2,2,5178.137084,16S,2,WF,yes,manure,10356274.17,2-WF
C09,36P_2,36,2,3,5296.91531,16S,2,WF,yes,manure,10593830.62,2-WF
D07,36P_3,36,3,1,8360.030216,16S,2,WF,yes,manure,16720060.43,2-WF
D08,36P_3,36,3,2,8591.426141,16S,2,WF,yes,manure,17182852.28,2-WF
D09,36P_3,36,3,3,8299.277012,16S,2,WF,yes,manure,16598554.02,2-WF
E07,37P_1,37,1,1,1110.99796,16S,2,WF,yes,manure,2221995.92,2-WF
E08,37P_1,37,1,2,1006.292771,16S,2,WF,yes,manure,2012585.542,2-WF
E09,37P_1,37,1,3,1033.808223,16S,2,WF,yes,manure,2067616.446,2-WF
F07,37P_2,37,2,1,1191.391823,16S,2,WF,yes,manure,2382783.646,2-WF
F08,37P_2,37,2,2,1073.363185,16S,2,WF,yes,manure,2146726.37,2-WF
F09,37P_2,37,2,3,1033.334818,16S,2,WF,yes,manure,2066669.636,2-WF
G07,37P_3,37,3,1,8308.96773,16S,2,WF,yes,manure,16617935.46,2-WF
G08,37P_3,37,3,2,725.2018529,16S,2,WF,yes,manure,1450403.706,2-WF
G09,37P_3,37,3,3,783.8489173,16S,2,WF,yes,manure,1567697.835,2-WF
H07,38P_1,38,1,1,18662.30848,16S,2,WF,no,manure,37324616.96,2-WF
H08,38P_1,38,1,2,16415.12854,16S,2,WF,no,manure,32830257.08,2-WF
H09,38P_1,38,1,3,16487.06112,16S,2,WF,no,manure,32974122.24,2-WF
A10,38P_2,38,2,1,15146.34655,16S,2,WF,no,manure,30292693.1,2-WF
A11,38P_2,38,2,2,14267.39442,16S,2,WF,no,manure,28534788.84,2-WF
A12,38P_2,38,2,3,14468.12646,16S,2,WF,no,manure,28936252.92,2-WF
B10,38P_3,38,3,1,20460.321,16S,2,WF,no,manure,40920642,2-WF
B11,38P_3,38,3,2,22036.52629,16S,2,WF,no,manure,44073052.58,2-WF
B12,38P_3,38,3,3,19104.77597,16S,2,WF,no,manure,38209551.94,2-WF
C10,39P_1,39,1,1,8057.476819,16S,1,GF,yes,manure,16114953.64,1-GF
C11,39P_1,39,1,2,7351.892406,16S,1,GF,yes,manure,14703784.81,1-GF
C12,39P_1,39,1,3,7061.069039,16S,1,GF,yes,manure,14122138.08,1-GF
D10,39P_2,39,2,1,12150.22963,16S,1,GF,yes,manure,24300459.26,1-GF
D11,39P_2,39,2,2,11941.87483,16S,1,GF,yes,manure,23883749.66,1-GF
D12,39P_2,39,2,3,10481.48473,16S,1,GF,yes,manure,20962969.46,1-GF
E10,39P_3,39,3,1,10511.02582,16S,1,GF,yes,manure,21022051.64,1-GF
E11,39P_3,39,3,2,11151.24653,16S,1,GF,yes,manure,22302493.06,1-GF
E12,39P_3,39,3,3,11316.77879,16S,1,GF,yes,manure,22633557.58,1-GF
G04,3P_1,3,1,1,1317.47931,16S,2,WF,yes,manure,2634958.62,2-WF
G05,3P_1,3,1,2,1360.06311,16S,2,WF,yes,manure,2720126.22,2-WF
G06,3P_1,3,1,3,1298.305146,16S,2,WF,yes,manure,2596610.292,2-WF
H04,3P_2,3,2,1,1514.554391,16S,2,WF,yes,manure,3029108.782,2-WF
H05,3P_2,3,2,2,1498.378928,16S,2,WF,yes,manure,2996757.856,2-WF
H06,3P_2,3,2,3,1499.513122,16S,2,WF,yes,manure,2999026.244,2-WF
A07,3P_3,3,3,1,1307.509721,16S,2,WF,yes,manure,2615019.442,2-WF
A08,3P_3,3,3,2,1336.993114,16S,2,WF,yes,manure,2673986.228,2-WF
A09,3P_3,3,3,3,1398.826111,16S,2,WF,yes,manure,2797652.222,2-WF
F10,40P_1,40,1,1,2425.472003,16S,1,WF,yes,manure,4850944.006,1-WF
F11,40P_1,40,1,2,2265.768403,16S,1,WF,yes,manure,4531536.806,1-WF
F12,40P_1,40,1,3,2318.537456,16S,1,WF,yes,manure,4637074.912,1-WF
G10,40P_2,40,2,1,3310.278453,16S,1,WF,yes,manure,6620556.906,1-WF
G11,40P_2,40,2,2,3196.396202,16S,1,WF,yes,manure,6392792.404,1-WF
G12,40P_2,40,2,3,3404.381825,16S,1,WF,yes,manure,6808763.65,1-WF
H10,40P_3,40,3,1,3463.837868,16S,1,WF,yes,manure,6927675.736,1-WF
H11,40P_3,40,3,2,3569.347476,16S,1,WF,yes,manure,7138694.952,1-WF
H12,40P_3,40,3,3,3327.325404,16S,1,WF,yes,manure,6654650.808,1-WF
A04,41P_1,41,1,1,2417.605481,16S,1,WF,yes,manure,4835210.962,1-WF
A05,41P_1,41,1,2,2345.921049,16S,1,WF,yes,manure,4691842.098,1-WF
A06,41P_1,41,1,3,2486.448848,16S,1,WF,yes,manure,4972897.696,1-WF
